receive_time,source_ip,dest_ip,source_port,dest_port,protocol,action,rule_name,app,category,session_id,bytes_sent,bytes_received,threat_id,url,user_agent
2025-05-26T09:35:24Z,192.168.1.11,192.0.2.55,46855,3389,udp,deny,Block-RDP,rdp,remote-access,2063,0,0,,,
2025-05-26T09:36:07Z,192.168.1.33,ph1sh-now-login[.]com,4978,80,udp,allow,Allow-HTTP,http,business,2064,11693,8432,,,
2025-05-26T09:36:16Z,192.168.1.12,ph1sh-now-login[.]com,40765,22,udp,deny,Block-SSH,ssh,remote-access,2065,0,0,,,
2025-05-26T09:36:34Z,192.168.1.11,198.51.100.77,5327,80,tcp,allow,Allow-HTTP,http,business,2066,5985,14569,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T09:37:11Z,192.168.1.27,198.51.100.23,38605,22,udp,deny,Block-SSH,ssh,remote-access,2067,0,0,,,
2025-05-26T09:37:27Z,192.168.1.45,104.16.249.249,45327,3389,tcp,deny,Block-RDP,rdp,remote-access,2068,0,0,,,
2025-05-26T09:38:10Z,192.168.1.1,203.0.113.45,64446,445,udp,allow,Allow-SMB,smb,infrastructure,2069,5834,9237,,,
2025-05-26T09:38:25Z,192.168.1.45,192.0.2.55,40378,22,tcp,deny,Block-SSH,ssh,remote-access,2070,0,0,,,
2025-05-26T09:39:18Z,192.168.1.41,203.0.113.99,15647,22,tcp,deny,Block-SSH,ssh,remote-access,2071,0,0,,,
2025-05-26T09:40:17Z,192.168.1.59,10.10.10.10,12427,445,tcp,allow,Allow-SMB,smb,infrastructure,2072,5116,18615,,,
2025-05-26T09:41:05Z,192.168.1.2,198.51.100.200,3968,443,tcp,allow,Allow-HTTPS,ssl,business,2073,18697,15593,,,Python-requests/2.31
2025-05-26T09:41:53Z,192.168.1.27,172.217.16.206,49418,21,udp,deny,Block-FTP,ftp,file-transfer,2074,0,0,,,
2025-05-26T09:42:00Z,192.168.1.7,203.0.113.99,54381,80,udp,allow,Allow-HTTP,http,business,2075,17207,16894,,,Mozilla/5.0
2025-05-26T09:42:08Z,192.168.1.55,203.0.113.45,26848,443,udp,allow,Allow-HTTPS,ssl,business,2076,8157,12193,,,
2025-05-26T09:42:35Z,192.168.1.9,93.184.216.34,20209,53,tcp,allow,DNS-Allow,dns,infrastructure,2077,4334,6524,,,
2025-05-26T09:42:41Z,192.168.1.44,198.51.100.200,31318,443,udp,allow,Allow-HTTPS,ssl,business,2078,15519,5486,,,Mozilla/5.0
2025-05-26T09:43:01Z,192.168.1.9,192.0.2.55,24013,22,tcp,deny,Block-SSH,ssh,remote-access,2079,0,0,,,
2025-05-26T09:43:51Z,192.168.1.17,93.184.216.34,52572,80,udp,allow,Allow-HTTP,http,business,2080,19755,4486,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T09:43:58Z,192.168.1.12,104.21.64.45,44174,80,tcp,allow,Allow-HTTP,http,business,2081,1106,6399,,,
2025-05-26T09:44:14Z,192.168.1.51,93.184.216.34,42947,443,tcp,allow,Allow-HTTPS,ssl,business,2082,2317,19031,,,
2025-05-26T09:44:26Z,192.168.1.12,198.51.100.23,2119,3389,udp,deny,Block-RDP,rdp,remote-access,2083,0,0,,,
2025-05-26T09:44:55Z,192.168.1.19,203.0.113.45,2568,443,tcp,allow,Allow-HTTPS,ssl,business,2084,5448,16465,,,
2025-05-26T09:45:47Z,192.168.1.52,104.16.249.249,50478,22,tcp,deny,Block-SSH,ssh,remote-access,2085,0,0,,,
2025-05-26T09:45:56Z,192.168.1.28,10.10.10.10,7106,445,udp,allow,Allow-SMB,smb,infrastructure,2086,13293,9991,,,
2025-05-26T09:46:23Z,192.168.1.48,203.0.113.99,48253,3389,udp,deny,Block-RDP,rdp,remote-access,2087,0,0,,,
2025-05-26T09:47:09Z,192.168.1.16,198.51.100.200,19769,53,udp,allow,DNS-Allow,dns,infrastructure,2088,9367,16483,,,
2025-05-26T09:47:59Z,192.168.1.1,198.51.100.23,54665,80,tcp,allow,Allow-HTTP,http,business,2089,10965,9404,,,
2025-05-26T09:48:44Z,192.168.1.47,203.0.113.45,32813,21,tcp,deny,Block-FTP,ftp,file-transfer,2090,0,0,,,
2025-05-26T09:49:12Z,192.168.1.48,172.217.22.14,27682,3389,tcp,deny,Block-RDP,rdp,remote-access,2091,0,0,,,
2025-05-26T09:50:11Z,192.168.1.49,198.51.100.23,58137,21,udp,deny,Block-FTP,ftp,file-transfer,2092,0,0,,,
2025-05-26T09:50:52Z,192.168.1.33,8.8.8.8,31610,3389,tcp,deny,Block-RDP,rdp,remote-access,2093,0,0,,,
2025-05-26T09:51:42Z,192.168.1.37,10.10.10.10,2407,21,udp,deny,Block-FTP,ftp,file-transfer,2094,0,0,,,
2025-05-26T09:52:08Z,192.168.1.39,198.51.100.200,7093,445,tcp,allow,Allow-SMB,smb,infrastructure,2095,3239,18527,,,
2025-05-26T09:52:51Z,192.168.1.55,203.0.113.45,43376,22,udp,deny,Block-SSH,ssh,remote-access,2096,0,0,,,
2025-05-26T09:53:36Z,192.168.1.28,192.0.2.80,57485,21,udp,deny,Block-FTP,ftp,file-transfer,2097,0,0,,,
2025-05-26T09:54:35Z,192.168.1.53,ph1sh-now-login[.]com,34717,80,udp,allow,Allow-HTTP,http,business,2098,9552,9634,,,
2025-05-26T09:55:06Z,192.168.1.22,198.51.100.23,15826,443,tcp,allow,Allow-HTTPS,ssl,business,2099,4442,2388,,,
2025-05-26T09:55:42Z,192.168.1.12,198.51.100.77,6546,21,udp,deny,Block-FTP,ftp,file-transfer,2100,0,0,,,
2025-05-26T09:56:18Z,192.168.1.6,172.217.16.206,37701,22,udp,deny,Block-SSH,ssh,remote-access,2101,0,0,,,
2025-05-26T09:56:55Z,192.168.1.23,198.51.100.200,61867,3389,tcp,deny,Block-RDP,rdp,remote-access,2102,0,0,,,
2025-05-26T09:57:39Z,192.168.1.16,172.217.22.14,28607,80,udp,allow,Allow-HTTP,http,business,2103,6319,13652,,,Python-requests/2.31
2025-05-26T09:57:52Z,192.168.1.41,203.0.113.99,6077,80,tcp,allow,Allow-HTTP,http,business,2104,13063,19452,,,Mozilla/5.0
2025-05-26T09:58:20Z,192.168.1.13,192.0.2.80,8166,80,udp,allow,Allow-HTTP,http,business,2105,15420,18170,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T09:58:53Z,192.168.1.59,198.51.100.23,40408,21,udp,deny,Block-FTP,ftp,file-transfer,2106,0,0,,,
2025-05-26T09:59:09Z,192.168.1.5,8.8.8.8,60084,21,udp,deny,Block-FTP,ftp,file-transfer,2107,0,0,,,
2025-05-26T09:59:20Z,192.168.1.23,172.217.22.14,9510,445,udp,allow,Allow-SMB,smb,infrastructure,2108,4408,13831,,,
2025-05-26T09:59:59Z,192.168.1.15,ph1sh-now-login[.]com,13392,53,tcp,allow,DNS-Allow,dns,infrastructure,2109,1211,1964,,,
2025-05-26T10:00:53Z,192.168.1.58,104.21.64.45,8414,80,udp,allow,Allow-HTTP,http,business,2110,4090,13885,,,
2025-05-26T10:01:39Z,192.168.1.21,192.0.2.55,13603,443,udp,allow,Allow-HTTPS,ssl,business,2111,6776,4188,,,Python-requests/2.31
2025-05-26T10:02:32Z,192.168.1.56,192.0.2.80,8212,443,udp,allow,Allow-HTTPS,ssl,business,2112,4428,15988,,,Mozilla/5.0
2025-05-26T10:02:51Z,192.168.1.25,ph1sh-now-login[.]com,57601,445,udp,allow,Allow-SMB,smb,infrastructure,2113,18212,14290,,,
2025-05-26T10:02:58Z,192.168.1.30,203.0.113.99,59290,3389,tcp,deny,Block-RDP,rdp,remote-access,2114,0,0,,,
2025-05-26T10:03:20Z,192.168.1.7,203.0.113.99,58794,80,tcp,allow,Allow-HTTP,http,business,2115,10210,16645,,,Mozilla/5.0
2025-05-26T10:04:12Z,192.168.1.14,198.51.100.200,28448,445,udp,allow,Allow-SMB,smb,infrastructure,2116,9239,15473,,,
2025-05-26T10:04:57Z,192.168.1.55,104.21.64.45,39790,3389,udp,deny,Block-RDP,rdp,remote-access,2117,0,0,,,
2025-05-26T10:05:24Z,192.168.1.44,104.21.64.45,47273,22,tcp,deny,Block-SSH,ssh,remote-access,2118,0,0,,,
2025-05-26T10:06:02Z,192.168.1.3,8.8.8.8,47139,22,tcp,deny,Block-SSH,ssh,remote-access,2119,0,0,,,
2025-05-26T10:06:11Z,192.168.1.7,10.10.10.10,22566,3389,tcp,deny,Block-RDP,rdp,remote-access,2120,0,0,,,
2025-05-26T10:06:39Z,192.168.1.40,ph1sh-now-login[.]com,63741,21,udp,deny,Block-FTP,ftp,file-transfer,2121,0,0,,,
2025-05-26T10:07:10Z,192.168.1.23,104.16.249.249,4800,445,udp,allow,Allow-SMB,smb,infrastructure,2122,3679,653,,,
2025-05-26T10:07:46Z,192.168.1.44,10.10.10.10,12155,445,udp,allow,Allow-SMB,smb,infrastructure,2123,13732,16540,,,
2025-05-26T10:08:29Z,192.168.1.17,198.51.100.200,56310,53,udp,allow,DNS-Allow,dns,infrastructure,2124,12291,15401,,,
2025-05-26T10:09:07Z,192.168.1.50,172.217.16.206,21362,53,tcp,allow,DNS-Allow,dns,infrastructure,2125,4078,13121,,,
2025-05-26T10:09:22Z,192.168.1.29,104.21.64.45,59092,443,udp,allow,Allow-HTTPS,ssl,business,2126,7031,16256,,,
2025-05-26T10:09:58Z,192.168.1.38,10.10.10.10,59207,22,udp,deny,Block-SSH,ssh,remote-access,2127,0,0,,,
2025-05-26T10:10:36Z,192.168.1.25,198.51.100.23,12449,53,tcp,allow,DNS-Allow,dns,infrastructure,2128,2579,13351,,,
2025-05-26T10:11:10Z,192.168.1.5,8.8.8.8,21064,445,tcp,allow,Allow-SMB,smb,infrastructure,2129,4188,14087,,,
2025-05-26T10:11:57Z,192.168.1.48,8.8.8.8,7767,3389,udp,deny,Block-RDP,rdp,remote-access,2130,0,0,,,
2025-05-26T10:12:28Z,192.168.1.30,198.51.100.200,48668,21,tcp,deny,Block-FTP,ftp,file-transfer,2131,0,0,,,
2025-05-26T10:13:10Z,192.168.1.14,172.217.16.206,26609,22,udp,deny,Block-SSH,ssh,remote-access,2132,0,0,,,
2025-05-26T10:13:42Z,192.168.1.38,198.51.100.77,27542,53,udp,allow,DNS-Allow,dns,infrastructure,2133,12397,20000,,,
2025-05-26T10:14:30Z,192.168.1.52,10.10.10.10,38183,53,tcp,allow,DNS-Allow,dns,infrastructure,2134,2040,6161,,,
2025-05-26T10:15:20Z,192.168.1.23,104.21.64.45,50495,3389,tcp,deny,Block-RDP,rdp,remote-access,2135,0,0,,,
2025-05-26T10:16:09Z,192.168.1.14,ph1sh-now-login[.]com,11609,22,tcp,deny,Block-SSH,ssh,remote-access,2136,0,0,,,
2025-05-26T10:17:05Z,192.168.1.5,104.16.249.249,18331,22,udp,deny,Block-SSH,ssh,remote-access,2137,0,0,,,
2025-05-26T10:17:46Z,192.168.1.34,ph1sh-now-login[.]com,60199,3389,tcp,deny,Block-RDP,rdp,remote-access,2138,0,0,,,
2025-05-26T10:18:25Z,192.168.1.23,ph1sh-now-login[.]com,61504,22,udp,deny,Block-SSH,ssh,remote-access,2139,0,0,,,
2025-05-26T10:18:50Z,192.168.1.58,198.51.100.77,60317,53,tcp,allow,DNS-Allow,dns,infrastructure,2140,812,16481,,,
2025-05-26T10:19:31Z,192.168.1.58,192.0.2.55,40652,53,udp,allow,DNS-Allow,dns,infrastructure,2141,19032,7046,,,
2025-05-26T10:19:39Z,192.168.1.13,192.0.2.80,51941,3389,tcp,deny,Block-RDP,rdp,remote-access,2142,0,0,,,
2025-05-26T10:20:29Z,192.168.1.57,185.199.110.153,44998,445,tcp,allow,Allow-SMB,smb,infrastructure,2143,13098,2305,,,
2025-05-26T10:20:34Z,192.168.1.57,192.0.2.80,5048,443,udp,allow,Allow-HTTPS,ssl,business,2144,12138,8387,,,Mozilla/5.0
2025-05-26T10:21:18Z,192.168.1.45,8.8.8.8,34233,3389,udp,deny,Block-RDP,rdp,remote-access,2145,0,0,,,
2025-05-26T10:21:51Z,192.168.1.4,8.8.8.8,27826,80,udp,allow,Allow-HTTP,http,business,2146,14142,10322,,,Mozilla/5.0
2025-05-26T10:22:47Z,192.168.1.38,192.0.2.80,61996,21,udp,deny,Block-FTP,ftp,file-transfer,2147,0,0,,,
2025-05-26T10:23:47Z,192.168.1.35,198.51.100.23,27192,443,udp,allow,Allow-HTTPS,ssl,business,2148,11673,7405,,,
2025-05-26T10:24:03Z,192.168.1.58,ph1sh-now-login[.]com,18802,21,tcp,deny,Block-FTP,ftp,file-transfer,2149,0,0,,,
2025-05-26T10:24:31Z,192.168.1.26,198.51.100.77,45265,21,udp,deny,Block-FTP,ftp,file-transfer,2150,0,0,,,
2025-05-26T10:24:38Z,192.168.1.58,ph1sh-now-login[.]com,39182,443,tcp,allow,Allow-HTTPS,ssl,business,2151,3638,7501,,,Python-requests/2.31
2025-05-26T10:25:27Z,192.168.1.6,198.51.100.200,23880,445,udp,allow,Allow-SMB,smb,infrastructure,2152,12827,9154,,,
2025-05-26T10:26:05Z,192.168.1.45,203.0.113.45,54447,21,tcp,deny,Block-FTP,ftp,file-transfer,2153,0,0,,,
2025-05-26T10:26:38Z,192.168.1.22,192.0.2.55,8720,3389,tcp,deny,Block-RDP,rdp,remote-access,2154,0,0,,,
2025-05-26T10:26:49Z,192.168.1.48,104.16.249.249,58851,53,tcp,allow,DNS-Allow,dns,infrastructure,2155,19318,14661,,,
2025-05-26T10:27:11Z,192.168.1.21,172.217.22.14,28435,443,tcp,allow,Allow-HTTPS,ssl,business,2156,12227,10426,,,Mozilla/5.0
2025-05-26T10:27:27Z,192.168.1.8,8.8.8.8,2529,3389,udp,deny,Block-RDP,rdp,remote-access,2157,0,0,,,
2025-05-26T10:27:37Z,192.168.1.8,172.217.22.14,35878,22,udp,deny,Block-SSH,ssh,remote-access,2158,0,0,,,
2025-05-26T10:28:33Z,192.168.1.42,198.51.100.23,15878,443,tcp,allow,Allow-HTTPS,ssl,business,2159,7845,8334,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T10:28:56Z,192.168.1.44,8.8.8.8,40132,80,udp,allow,Allow-HTTP,http,business,2160,17039,18423,,,
2025-05-26T10:29:35Z,192.168.1.37,192.0.2.80,53877,80,udp,allow,Allow-HTTP,http,business,2161,5091,17958,,,Python-requests/2.31
2025-05-26T10:30:14Z,192.168.1.44,172.217.16.206,60220,21,tcp,deny,Block-FTP,ftp,file-transfer,2162,0,0,,,
2025-05-26T10:30:41Z,192.168.1.18,185.199.110.153,60639,3389,tcp,deny,Block-RDP,rdp,remote-access,2163,0,0,,,
2025-05-26T10:31:06Z,192.168.1.36,185.199.110.153,3448,3389,udp,deny,Block-RDP,rdp,remote-access,2164,0,0,,,
2025-05-26T10:31:15Z,192.168.1.21,198.51.100.77,57894,445,tcp,allow,Allow-SMB,smb,infrastructure,2165,17741,4596,,,
2025-05-26T10:31:31Z,192.168.1.36,198.51.100.200,41540,443,tcp,allow,Allow-HTTPS,ssl,business,2166,10347,12711,,,Python-requests/2.31
2025-05-26T10:32:17Z,192.168.1.25,172.217.22.14,4953,443,tcp,allow,Allow-HTTPS,ssl,business,2167,15876,3776,,,Python-requests/2.31
2025-05-26T10:32:23Z,192.168.1.55,172.217.22.14,60903,445,tcp,allow,Allow-SMB,smb,infrastructure,2168,844,12708,,,
2025-05-26T10:32:46Z,192.168.1.4,8.8.8.8,15951,445,tcp,allow,Allow-SMB,smb,infrastructure,2169,1454,691,,,
2025-05-26T10:33:28Z,192.168.1.38,104.16.249.249,60186,443,tcp,allow,Allow-HTTPS,ssl,business,2170,4875,14338,,,Mozilla/5.0
2025-05-26T10:34:22Z,192.168.1.39,198.51.100.200,57977,21,tcp,deny,Block-FTP,ftp,file-transfer,2171,0,0,,,
2025-05-26T10:34:30Z,192.168.1.48,172.217.16.206,2320,53,udp,allow,DNS-Allow,dns,infrastructure,2172,17601,8598,,,
2025-05-26T10:34:46Z,192.168.1.35,198.51.100.77,22832,80,udp,allow,Allow-HTTP,http,business,2173,12004,7830,,,
2025-05-26T10:35:27Z,192.168.1.57,192.0.2.80,41812,443,tcp,allow,Allow-HTTPS,ssl,business,2174,2604,7327,,,Python-requests/2.31
2025-05-26T10:35:40Z,192.168.1.18,10.10.10.10,10427,22,udp,deny,Block-SSH,ssh,remote-access,2175,0,0,,,
2025-05-26T10:36:10Z,192.168.1.9,192.0.2.55,14469,445,tcp,allow,Allow-SMB,smb,infrastructure,2176,12724,17015,,,
2025-05-26T10:36:24Z,192.168.1.50,104.21.64.45,2340,22,udp,deny,Block-SSH,ssh,remote-access,2177,0,0,,,
2025-05-26T10:36:34Z,192.168.1.52,8.8.8.8,19965,445,tcp,allow,Allow-SMB,smb,infrastructure,2178,6496,17420,,,
2025-05-26T10:36:48Z,192.168.1.15,ph1sh-now-login[.]com,59172,21,udp,deny,Block-FTP,ftp,file-transfer,2179,0,0,,,
2025-05-26T10:37:43Z,192.168.1.43,172.217.22.14,57285,80,tcp,allow,Allow-HTTP,http,business,2180,15710,1539,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T10:38:01Z,192.168.1.42,93.184.216.34,16677,21,tcp,deny,Block-FTP,ftp,file-transfer,2181,0,0,,,
2025-05-26T10:38:25Z,192.168.1.53,ph1sh-now-login[.]com,33467,443,tcp,allow,Allow-HTTPS,ssl,business,2182,8093,10608,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T10:39:20Z,192.168.1.56,104.16.249.249,60592,53,tcp,allow,DNS-Allow,dns,infrastructure,2183,7606,14275,,,
2025-05-26T10:39:52Z,192.168.1.39,93.184.216.34,61773,80,udp,allow,Allow-HTTP,http,business,2184,1004,8658,,,Outlook/16.0 (Windows NT 10.0; Win64; x64)
2025-05-26T10:40:07Z,192.168.1.31,203.0.113.45,21990,443,udp,allow,Allow-HTTPS,ssl,business,2185,2284,8874,,,Mozilla/5.0
2025-05-26T10:40:23Z,192.168.1.17,198.51.100.23,56341,445,udp,allow,Allow-SMB,smb,infrastructure,2186,14243,14158,,,
2025-05-26T10:40:58Z,192.168.1.29,10.10.10.10,8265,443,udp,allow,Allow-HTTPS,ssl,business,2187,13106,19981,,,
2025-05-26T10:41:55Z,192.168.1.34,198.51.100.23,10191,22,udp,deny,Block-SSH,ssh,remote-access,2188,0,0,,,
