timestamp,user,action,description,protocol,url,method,source_ip,dest_ip,dest_domain,client_ip,source_port,dest_port,severity,host,rule_name,app,category,bytes_sent,bytes_received,threat_id,user_agent,eventid,workstation,privilege,object,accessmask,target,status,reason,process,parentprocess,fileaccessed,alert,machine,os,details,resource,location,facility,code,message,event,file,verdict,log_type,domain,hour,weekday,anomaly
2025-05-26 09:04:30,unknown,allow,unknown,udp,unknown,unknown,192.168.1.30,52.239.148.88,unknown,0.0.0.0,18678.0,1701.0,unknown,unknown,Allow-L2TP,l2tp,vpn,5545.0,7409.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:04:39,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.66,206.189.0.1,unknown,0.0.0.0,33102.0,990.0,unknown,unknown,Allow-FTPS-Control,ftps-control,file-transfer,2585.0,3068.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:05:12,unknown,allow,unknown,udp,unknown,unknown,192.168.1.58,172.217.22.14,unknown,0.0.0.0,9067.0,161.0,unknown,unknown,Allow-SNMP,snmp,network-services,4484.0,3380.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:06:25,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.94,23.23.23.23,unknown,0.0.0.0,7605.0,8443.0,unknown,unknown,Allow-HTTPS-Alt,https-alt,web,8428.0,5047.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:07:03,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.44,209.85.231.108,unknown,0.0.0.0,14420.0,443.0,unknown,unknown,Allow-HTTPS,https,web,2085.0,3493.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:07:21,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.87,185.107.56.253,unknown,0.0.0.0,45704.0,6667.0,unknown,unknown,Allow-IRC,irc,malware,693.0,4516.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:07:45,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.63,18.184.0.0,unknown,0.0.0.0,15050.0,1720.0,unknown,unknown,Allow-H323,h323,voip,145.0,154.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:08:53,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.43,102.132.97.0,unknown,0.0.0.0,35992.0,80.0,unknown,unknown,Allow-HTTP,http,web,1680.0,6380.0,0.0,"""ZoomClient/5.11.3.4564 (Mac OS X)""",0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:09:12,unknown,allow,unknown,udp,unknown,unknown,192.168.1.28,151.101.1.69,unknown,0.0.0.0,53474.0,1701.0,unknown,unknown,Allow-L2TP,l2tp,vpn,6307.0,6727.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:10:12,unknown,allow,unknown,udp,unknown,unknown,192.168.1.42,172.64.32.132,unknown,0.0.0.0,6451.0,1194.0,unknown,unknown,Allow-OpenVPN,openvpn,vpn,2588.0,3630.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:10:36,unknown,allow,unknown,udp,unknown,unknown,192.168.1.59,8.8.8.8,unknown,0.0.0.0,60284.0,123.0,unknown,unknown,Allow-NTP,ntp,network-services,7710.0,7393.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:11:40,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.98,198.51.100.77,unknown,0.0.0.0,50748.0,1521.0,unknown,unknown,Allow-Oracle-DB,oracle-db,database,1529.0,8635.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:11:54,unknown,allow,unknown,udp,unknown,unknown,192.168.1.57,147.253.224.2,unknown,0.0.0.0,9542.0,514.0,unknown,unknown,Allow-Syslog,syslog,network-services,2536.0,2052.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:12:02,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.16,20.81.111.85,unknown,0.0.0.0,26964.0,31337.0,unknown,unknown,Allow-BackOrifice,back-orifice,malware,8461.0,6042.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:12:39,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.22,13.224.0.0,unknown,0.0.0.0,49616.0,143.0,unknown,unknown,Allow-IMAP,imap,email,3055.0,7440.0,0.0,"""facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)""",0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:12:47,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.73,40.76.4.15,unknown,0.0.0.0,15146.0,6379.0,unknown,unknown,Allow-Redis,redis,database,1901.0,642.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:12:48,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.17,139.59.196.186,unknown,0.0.0.0,8163.0,1521.0,unknown,unknown,Allow-Oracle-DB,oracle-db,database,8623.0,7489.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:13:04,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.42,52.95.245.0,unknown,0.0.0.0,40871.0,990.0,unknown,unknown,Allow-FTPS-Control,ftps-control,file-transfer,8891.0,3098.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:13:15,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.99,149.154.167.50,unknown,0.0.0.0,33491.0,3128.0,unknown,unknown,Allow-HTTP-Proxy,http-proxy,remote-access,6405.0,5687.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:14:51,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.69,54.37.0.1,unknown,0.0.0.0,55316.0,3128.0,unknown,unknown,Allow-HTTP-Proxy,http-proxy,remote-access,1610.0,3443.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:15:10,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.44,172.217.22.14,unknown,0.0.0.0,12379.0,3306.0,unknown,unknown,Allow-MySQL,mysql,database,8239.0,4863.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:15:46,unknown,allow,unknown,udp,unknown,unknown,192.168.1.51,178.62.1.1,unknown,0.0.0.0,58282.0,4500.0,unknown,unknown,Allow-NAT-T,nat-t,vpn,8333.0,7694.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:16:28,unknown,allow,unknown,udp,unknown,unknown,192.168.1.51,178.62.1.1,unknown,0.0.0.0,56582.0,161.0,unknown,unknown,Allow-SNMP,snmp,network-services,7814.0,8478.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:16:48,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.66,185.60.216.35,unknown,0.0.0.0,4443.0,3389.0,unknown,unknown,Allow-RDP,rdp,remote-access,5496.0,6342.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:17:00,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.76,52.95.245.0,unknown,0.0.0.0,24597.0,3128.0,unknown,unknown,Allow-HTTP-Proxy,http-proxy,remote-access,4672.0,6135.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:17:00,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.17,8.8.8.8,unknown,0.0.0.0,46017.0,3389.0,unknown,unknown,Allow-RDP,rdp,remote-access,8274.0,7832.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:17:24,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.76,147.253.224.2,unknown,0.0.0.0,11590.0,6667.0,unknown,unknown,Allow-IRC,irc,malware,1097.0,701.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:17:53,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.29,104.210.2.201,unknown,0.0.0.0,8155.0,21.0,unknown,unknown,Allow-FTP-Control,ftp-control,file-transfer,2318.0,4455.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:17:58,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.68,198.51.100.200,unknown,0.0.0.0,22350.0,143.0,unknown,unknown,Allow-IMAP,imap,email,6270.0,4309.0,0.0,"""PostmanRuntime/7.32.2""",0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:18:00,unknown,allow,unknown,udp,https://ph1sh-now-login.com/login,unknown,192.168.1.27,0.0.0.0,ph1sh-now-login.com,0.0.0.0,43204.0,4500.0,unknown,unknown,Allow-NAT-T,nat-t,vpn,7529.0,7042.0,39885.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:18:09,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.75,104.16.132.229,unknown,0.0.0.0,50760.0,20.0,unknown,unknown,Allow-FTP-Data,ftp-data,file-transfer,8556.0,4430.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:18:20,unknown,allow,unknown,udp,unknown,unknown,192.168.1.82,209.85.231.108,unknown,0.0.0.0,57539.0,7.0,unknown,unknown,Allow-Echo,echo,network-services,1387.0,632.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:18:25,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.77,178.62.1.1,unknown,0.0.0.0,5172.0,80.0,unknown,unknown,Allow-HTTP,http,web,4753.0,5609.0,0.0,"""Teams/1416.1.0.0 (Mac OS X)""",0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:18:33,unknown,allow,unknown,udp,unknown,unknown,192.168.1.32,15.230.0.0,unknown,0.0.0.0,58665.0,162.0,unknown,unknown,Allow-SNMP-Trap,snmp-trap,network-services,1416.0,2212.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:18:59,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.43,104.21.64.45,unknown,0.0.0.0,63623.0,88.0,unknown,unknown,Allow-Kerberos,kerberos,directory-auth,3634.0,5930.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,anomaly
2025-05-26 09:19:08,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.73,13.224.0.0,unknown,0.0.0.0,40857.0,993.0,unknown,unknown,Allow-IMAPS,imaps,email,156.0,7384.0,0.0,"""Outlook/16.0 (Windows NT 10.0; Win64; x64)""",0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:19:12,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.23,3.5.140.0,unknown,0.0.0.0,12241.0,990.0,unknown,unknown,Allow-FTPS-Control,ftps-control,file-transfer,5945.0,6966.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:19:15,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.61,8.8.8.8,unknown,0.0.0.0,12333.0,993.0,unknown,unknown,Allow-IMAPS,imaps,email,2062.0,6872.0,0.0,"""ZoomClient/5.11.3.4564 (Mac OS X)""",0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:19:24,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.54,52.95.245.0,unknown,0.0.0.0,26779.0,5000.0,unknown,unknown,Allow-Flask-API,flask-api,cloud,2464.0,5424.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:19:30,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.27,203.0.113.99,unknown,0.0.0.0,9664.0,443.0,unknown,unknown,Allow-HTTPS,https,web,1960.0,5958.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:19:36,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.83,93.184.216.34,unknown,0.0.0.0,34552.0,1433.0,unknown,unknown,Allow-MS-SQL,mssql,database,8732.0,7049.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:19:50,unknown,allow,unknown,udp,unknown,unknown,192.168.1.81,52.95.245.0,unknown,0.0.0.0,43250.0,514.0,unknown,unknown,Allow-Syslog,syslog,network-services,3974.0,6745.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:20:16,unknown,allow,unknown,udp,unknown,unknown,192.168.1.92,13.224.0.0,unknown,0.0.0.0,57962.0,10000.0,unknown,unknown,Allow-Media,media,voip,1667.0,7549.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:20:30,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.14,172.217.16.206,unknown,0.0.0.0,37058.0,1720.0,unknown,unknown,Allow-H323,h323,voip,6975.0,6425.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:20:48,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.31,31.13.71.36,unknown,0.0.0.0,63240.0,9200.0,unknown,unknown,Allow-Elasticsearch,elasticsearch,cloud,6733.0,462.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:20:50,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.42,206.189.0.1,unknown,0.0.0.0,9640.0,5061.0,unknown,unknown,Allow-SIP-TLS,sip-tls,voip,8401.0,5527.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
2025-05-26 09:20:58,unknown,allow,unknown,tcp,unknown,unknown,192.168.1.25,142.250.64.78,unknown,0.0.0.0,36632.0,5601.0,unknown,unknown,Allow-Kibana,kibana,cloud,1815.0,5893.0,0.0,unknown,0.0,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,firewall,unknown,9,0,normal
