timestamp,type,user,action,description
2025-05-26 09:17:44,MAIL,user.karim,SECURITY_QUESTION_CHANGED,Réception d’un email de mise à jour logicielle
2025-05-26 09:31:04,MAIL,user.fouad,ATTACHMENT_DOWNLOAD,Téléchargement d’un fichier CSV utilisateur: Fichier 'manuel_politique_access.docx'
2025-05-26 09:33:53,MAIL,user.nassim,EMAIL_QUARANTINED,Suppression d’un email suite à demande de sécurité
2025-05-26 09:20:13,MAIL,user.malek.t,UNAUTHORIZED_ACCESS_ATTEMPT,Changement de mot de passe demandé par utilisateur
2025-05-26 09:34:02,MAIL,user.nour,EMAIL_TAGGED,Téléchargement d’une liste de contacts sécurisée
2025-05-26 09:21:48,MAIL,user.yasmine,REPLY_EMAIL,Signalement d’un email spam suspect
2025-05-26 09:24:00,MAIL,user.ikram.n,EMAIL_RULE_DELETED,Signalement d’une tentative de fraude bancaire
2025-05-26 09:37:28,MAIL,user.yasmine,FORWARD_EMAIL,"Téléchargement d’un rapport de vulnérabilité réseau: Destinataire 'dina.farouk@um6p.ma', Sujet 'Présentation des nouveautés IT'"
2025-05-26 09:27:41,MAIL,user.ghita,AUTO_REPLY_SET,Demande d’accès temporaire pour collaborateur externe
2025-05-26 09:31:21,MAIL,user.ikbel,AUTO_REPLY_SET,Changement d’adresse email associé au compte
2025-05-26 09:25:08,MAIL,user.farah,EMAIL_ENCRYPTION_DISABLED,Transfert d’un email à un client externe
2025-05-26 09:36:32,MAIL,user.malek.b,LOGIN_FROM_NEW_DEVICE,"Consultation d’un email avec pièce jointe malveillante: IP 10.10.12.44, Appareil 'WINDOWS-SRV-DC'"
2025-05-26 09:31:27,MAIL,user.mohamed,SUSPICIOUS_ACTIVITY_DETECTED,Accès à plusieurs terminaux simultanés suspecté
2025-05-26 09:24:25,MAIL,user.aziz,EMAIL_AUTO_DELETED,Téléchargement d’une pièce jointe confidentielle
2025-05-26 09:31:38,MAIL,user.ghita,EMAIL_MOVED_FOLDER,Renvoi d’un email avec données sensibles
2025-05-26 09:32:20,MAIL,user.rania.m,UNMARK_SPAM,Accès refusé suite à politique de sécurité renforcée
2025-05-26 09:39:39,MAIL,user.amal,EMAIL_FORWARDED_EXTERNAL,Téléchargement d’un formulaire officiel
2025-05-26 09:35:44,MAIL,user.malek.t,ACCOUNT_REACTIVATED,Lecture d’un email important concernant la réunion UM6P
2025-05-26 09:27:41,MAIL,user.malek.t,PASSWORD_RESET,Renvoi d’un email avec données sensibles
2025-05-26 09:48:06,MAIL,user.ahlam.b,ACCOUNT_UNLOCK,Tentative d’accès à un email protégé par MFA
2025-05-26 09:48:06,MAIL,user.karima,EMAIL_SIGNATURE_REMOVED,Envoi d’un email au support informatique
2025-05-26 09:51:56,MAIL,user.oumnia,DOWNLOAD_ATTACHMENT,Téléchargement d’une pièce jointe confidentielle: Fichier 'presentation_securite_2025.pptx'
2025-05-26 09:42:35,MAIL,user.khadija,SECURITY_ALERT_ACKNOWLEDGED,Envoi d’un email de validation pour action urgente
2025-05-26 09:40:56,MAIL,user.malek.t,ATTACHMENT_SENT,Téléchargement d’un rapport de vulnérabilité réseau: Fichier 'dossier_rh_2025.zip' envoyé à 'farid.shaheen@um6p.ma'
2025-05-26 09:50:29,MAIL,user.ines,EMAIL_FORWARDED_EXTERNAL,Récupération d’emails archivés pour audit
2025-05-26 09:47:23,MAIL,user.sara,DELETE_EMAIL,Accès refusé suite à politique de sécurité renforcée
2025-05-26 09:54:17,MAIL,user.malek.r,CLICKED_LINK,Demande d’accès temporaire pour collaborateur externe: Lien 'http://cdn.um6p-cloud.net/documents/manual_vpn.pdf'
2025-05-26 09:34:54,MAIL,user.zakaria,MARK_SPAM,Signalement d’un email phishing par utilisateur
2025-05-26 09:55:22,MAIL,user.oumaima,EMAIL_UNFLAGGED,Changement de mot de passe demandé par utilisateur
2025-05-26 09:51:00,MAIL,user.hanae,UPLOAD_ATTACHMENT,"Clic sur un lien suspect détecté, possible phishing"
2025-05-26 09:48:25,MAIL,user.oumaima.m,AUTO_REPLY_SET,Envoi d’un rapport PDF à une adresse externe
2025-05-26 09:49:01,MAIL,user.souad,PASSWORD_CHANGE,Envoi d’un email de confirmation d’action IT
2025-05-26 09:48:00,MAIL,user.abir,EMAIL_QUARANTINED,Suppression d’un email de phishing détecté
2025-05-26 09:52:11,MAIL,user.meriem,DELETE_EMAIL,Lecture d’un email important concernant la réunion UM6P
2025-05-26 09:53:51,MAIL,user.zakaria,MARK_SPAM,Signalement d’un email phishing par utilisateur
2025-05-26 10:01:31,MAIL,user.nassim,EMAIL_AUTO_DELETED,Signalement d’un email spam suspect
2025-05-26 10:03:57,MAIL,user.khalid,EMAIL_FLAGGED,Connexion à la messagerie via un appareil mobile
2025-05-26 09:38:55,MAIL,user.taha,LOGIN_FAILED,Réception d’un email avec instructions de déploiement: IP 10.10.12.47
2025-05-26 10:05:03,MAIL,user.saad,FORWARD_EMAIL,"Envoi d’un email au support informatique: Destinataire 'lamia.bader@um6p.ma', Sujet 'Guide utilisateur pour le nouveau VPN'"
2025-05-26 09:49:22,MAIL,user.najlae,MULTIPLE_LOGIN_LOCATIONS,Déclenchement d’une règle UEBA pour trafic inhabituel
2025-05-26 09:36:10,MAIL,user.ilyas,PASSWORD_RESET,Accès au webmail via un nouveau navigateur
2025-05-26 09:40:33,MAIL,user.farid,LOGIN_SUCCESS,Changement de mot de passe demandé par utilisateur: IP 10.10.12.43
2025-05-26 10:02:34,MAIL,user.riad,UNAUTHORIZED_ACCESS_ATTEMPT,Consultation d’un email avec pièce jointe sensible
2025-05-26 09:46:00,MAIL,user.houda.k,PASSWORD_RESET,Mise à jour des filtres anti-spam dans la boîte mail
2025-05-26 10:13:20,MAIL,user.malek,LOGIN_FROM_NEW_DEVICE,"Mise à jour des filtres anti-spam dans la boîte mail: IP 10.10.12.17, Appareil 'PIXEL-6A'"
2025-05-26 09:41:08,MAIL,user.bilal,ACCOUNT_SUSPENDED,Recherche d’emails contenant des mots-clés sensibles
2025-05-26 09:52:00,MAIL,user.rachid.k,ATTACHMENT_SENT,Échec d’authentification via un nouvel appareil: Fichier 'plan_action_incident.xlsx' envoyé à 'support@um6p.ma'
2025-05-26 09:51:40,MAIL,user.nawal,UPLOAD_ATTACHMENT,Accès à la messagerie via VPN sécurisé
2025-05-26 09:52:19,MAIL,user.tarik,EMAIL_UNFLAGGED,Envoi d’email de rappel pour réunion
2025-05-26 09:47:09,MAIL,user.ahlam.b,EMAIL_AUTO_DELETED,Envoi d’un email avec des informations financières
2025-05-26 10:02:33,MAIL,user.ghita,EMAIL_DECRYPTED,Envoi d’un email de validation pour action urgente
2025-05-26 10:14:22,MAIL,user.omar,EMAIL_ENCRYPTED,Suppression de plusieurs emails en masse
2025-05-26 09:48:05,MAIL,user.aya,ACCOUNT_UNLOCK,Alerte déclenchée pour activités suspectes sur compte
2025-05-26 09:49:04,MAIL,user.abir,EMAIL_MARKED_READ,Transfert d’un email à un client externe
2025-05-26 09:48:15,MAIL,user.zahra,EMAIL_RULE_CREATED,Tentative de connexion détectée depuis une IP étrangère
2025-05-26 10:19:49,MAIL,user.chaimae,SECURITY_ALERT_ACKNOWLEDGED,Signalement d’un email phishing par utilisateur
2025-05-26 09:47:43,MAIL,user.ghita,EMAIL_MARKED_READ,Consultation d’un email avec informations stratégiques
2025-05-26 09:48:47,MAIL,user.ikram,SECURITY_QUESTION_SET,Téléchargement d’un fichier CSV utilisateur
2025-05-26 10:18:40,MAIL,user.khalid,EMAIL_DELETION,Lecture d’un email interne confidentiel: Sujet 'Urgent: Mise à jour du système requise'
2025-05-26 09:55:55,MAIL,user.majda,API_ACCESS_REVOKED,Téléchargement d’un fichier CSV utilisateur
2025-05-26 10:10:17,MAIL,user.ines,EMAIL_TAGGED,Suppression d’un email suite à demande de sécurité
2025-05-26 09:48:16,MAIL,user.abdellah,READ_EMAIL,Envoi d’un email de confirmation d’action IT: Sujet 'Offre d’emploi: Analyste sécurité'
2025-05-26 10:24:39,MAIL,user.malek,SECURITY_POLICY_UPDATED,Téléchargement d’une liste de contacts sécurisée
2025-05-26 10:06:59,MAIL,user.sara,API_ACCESS_GRANTED,Nouvelle connexion détectée depuis un appareil inconnu
2025-05-26 09:49:29,MAIL,user.ahlam.b,EMAIL_RULE_CREATED,Changement d’adresse email associé au compte
2025-05-26 10:24:28,MAIL,user.hajar,ATTACHMENT_DOWNLOAD,Signalement d’un email spam suspect: Fichier 'mailing_list_clients.txt'
2025-05-26 10:01:12,MAIL,user.adil,CLICKED_LINK,Récupération d’emails archivés pour audit: Lien 'http://um6p-docs-support.com/login'
2025-05-26 09:53:15,MAIL,user.hanae,LOGIN_FAILED,Déclenchement d’une règle UEBA pour trafic inhabituel: IP 10.10.12.87
2025-05-26 09:51:39,MAIL,user.jamal,SUSPICIOUS_ACTIVITY_DETECTED,Téléchargement d’une pièce jointe confidentielle
2025-05-26 10:08:59,MAIL,user.rania,EMAIL_RECEIVED_EXTERNAL,Lecture d’un email de confirmation d’inscription
2025-05-26 10:30:06,MAIL,user.hajar,RULE_TRIGGERED,Accès à la messagerie via VPN sécurisé
2025-05-26 10:04:55,MAIL,user.khalil,REPLY_EMAIL,Envoi d’email de rappel pour réunion
2025-05-26 10:43:03,MAIL,user.younes,EMAIL_UNFLAGGED,Transfert d’un email à un client externe
2025-05-26 09:58:45,MAIL,user.nour.e,AUTO_REPLY_SET,Partage d’un rapport financier avec l’équipe
2025-05-26 10:00:49,MAIL,user.houda,EMAIL_UNFLAGGED,Consultation d’un email avec pièce jointe malveillante
2025-05-26 10:40:03,MAIL,user.bilal,ACCOUNT_SUSPENDED,Envoi d’un email au support informatique
2025-05-26 10:15:35,MAIL,user.hanae,SECURITY_QUESTION_SET,Lecture d’un email interne confidentiel
2025-05-26 10:13:12,MAIL,user.rachida,EMAIL_RULE_CREATED,Recherche d’emails contenant des mots-clés sensibles
2025-05-26 10:00:51,MAIL,user.houda.k,SECURITY_ALERT_ACKNOWLEDGED,Consultation d’un email de support technique
2025-05-26 10:03:50,MAIL,user.oumnia,API_ACCESS_REVOKED,Multiples connexions simultanées détectées
2025-05-26 10:01:47,MAIL,user.aminata,REPLY_EMAIL,Suppression d’un email de phishing détecté
2025-05-26 10:10:04,MAIL,user.malek.r,EMAIL_TAGGED,Suppression d’un email suspect signalé par FW
2025-05-26 09:57:57,MAIL,user.nour.e,ALERT_TRIGGERED,Accès à plusieurs terminaux simultanés suspecté
2025-05-26 10:19:37,MAIL,user.lamia,ACCOUNT_REACTIVATED,Recherche d’emails contenant des mots-clés sensibles
2025-05-26 10:35:20,MAIL,user.zineb.k,EMAIL_FLAGGED,Envoi d’un email de validation pour action urgente
2025-05-26 10:42:23,MAIL,user.abdel,EMAIL_MARKED_READ,Suppression d’un email confidentiel
2025-05-26 10:51:59,MAIL,user.amine,ATTACHMENT_DOWNLOAD,Téléchargement d’une archive mail pour archivage: Fichier 'plan_reprise_activite.pdf'
2025-05-26 10:38:21,MAIL,user.ayman.e,API_ACCESS_GRANTED,Signalement d’email frauduleux via le portail
2025-05-26 10:16:12,MAIL,user.ahlam.b,READ_EMAIL,Envoi d’un email de validation pour action urgente: Sujet 'Consignes en cas de phishing'
2025-05-26 11:00:55,MAIL,user.ilyas,EMAIL_ENCRYPTED,Suppression d’un email de phishing détecté
2025-05-26 10:37:54,MAIL,user.nassim,DOWNLOAD_ATTACHMENT,"Clic sur un lien suspect détecté, possible phishing: Fichier 'document_validation_projet.pdf'"
2025-05-26 10:30:22,MAIL,user.houda.k,EMAIL_DECRYPTED,Renvoi d’un email avec données sensibles
2025-05-26 10:59:13,MAIL,user.houda,REPORTED_PHISHING,Blocage automatique du compte suite à alertes AD: Sujet 'Statut du projet digitalisation'
2025-05-26 10:05:05,MAIL,user.adil,EMAIL_UNTAGGED,Lecture d’un email interne confidentiel
2025-05-26 11:01:25,MAIL,user.fatima,EMAIL_SIGNATURE_REMOVED,Téléchargement d’une pièce jointe confidentielle
2025-05-26 10:22:45,MAIL,user.hajar,EMAIL_ENCRYPTION_DISABLED,Changement de mot de passe demandé par utilisateur
2025-05-26 11:08:05,MAIL,user.jamal,EMAIL_SIGNATURE_ADDED,Accès à la boîte mail bloqué par l’administrateur
2025-05-26 10:04:35,MAIL,user.karima,API_ACCESS_GRANTED,Transfert d’un email à un client externe
2025-05-26 10:22:39,MAIL,user.hanae,EMAIL_SIGNATURE_ADDED,Suppression d’un email suite à demande de sécurité
2025-05-26 11:03:18,MAIL,user.rachida,EMAIL_AUTO_DELETED,Téléchargement d’un fichier CSV utilisateur
2025-05-26 10:28:02,MAIL,user.imane,EMAIL_UNTAGGED,Accès au webmail via un nouveau navigateur
2025-05-26 10:45:17,MAIL,user.ahlam,REPORTED_PHISHING,Notification d’une nouvelle règle de sécurité mail: Sujet 'Statut du projet digitalisation'
2025-05-26 10:30:54,MAIL,user.hicham,LOGIN_SUCCESS,Partage d’un document critique via lien sécurisé: IP 10.10.12.9
2025-05-26 10:30:41,MAIL,user.nour,DELETE_EMAIL,Consultation d’un email de support technique
2025-05-26 11:05:52,MAIL,user.zineb.k,DELETE_EMAIL,Lecture d’un email interne confidentiel
2025-05-26 11:17:12,MAIL,user.aminata,EMAIL_SIGNATURE_ADDED,Consultation d’un email avec informations stratégiques
2025-05-26 10:16:21,MAIL,user.yassine,SEND_EMAIL,"Blocage d’un lien malveillant intégré dans un email: Destinataire 'jamal.bensaid@um6p.ma', Sujet 'Invitation à l’atelier de sensibilisation'"
2025-05-26 10:49:09,MAIL,user.ikram.n,API_ACCESS_REVOKED,Réception d’un email de mise à jour logicielle
2025-05-26 10:12:47,MAIL,user.fouad,CLICKED_LINK,Lecture d’un email d’alerte sécurité: Lien 'http://protonmail-tempfiles.net/uploads/infra_backup.zip'
2025-05-26 10:32:39,MAIL,user.lina,ACCOUNT_SUSPENDED,Tentative de connexion détectée depuis une IP étrangère
2025-05-26 11:02:23,MAIL,user.omar,CLICKED_LINK,Lecture d’un email de confirmation d’inscription: Lien 'http://securemail.um6p.ma/signin'
2025-05-26 11:11:26,MAIL,user.latifa,API_ACCESS_REVOKED,Réception d’un email avec instructions de déploiement
2025-05-26 10:53:33,MAIL,user.abdelmajid,MULTIPLE_LOGIN_LOCATIONS,Consultation d’un email avec informations stratégiques
2025-05-26 10:24:29,MAIL,user.ahmed,ACCOUNT_REACTIVATED,Alerte déclenchée pour activités suspectes sur compte
2025-05-26 10:46:23,MAIL,user.khalida,EMAIL_DELETION,Suppression d’un email suite à demande de sécurité: Sujet 'Invitation au webinaire sur la sécurité'
2025-05-26 10:59:54,MAIL,user.ayoub,DOWNLOAD_ATTACHMENT,Envoi d’un email de validation pour action urgente: Fichier 'archive_emails_phishing.zip'
2025-05-26 10:41:34,MAIL,user.ikram.n,LOGIN_FAILED,Réinitialisation du mot de passe par l’utilisateur: IP 10.10.12.98
2025-05-26 10:23:18,MAIL,user.houda.k,EMAIL_SIGNATURE_REMOVED,Alerte déclenchée pour activités suspectes sur compte
2025-05-26 11:26:40,MAIL,user.houda,SEND_EMAIL,"Lecture d’un email interne confidentiel: Destinataire 'rami.salim@um6p.ma', Sujet 'Demande d’accès temporaire au système'"
2025-05-26 10:21:37,MAIL,user.ghita,MARK_SPAM,Envoi d’un email au support informatique
2025-05-26 11:07:28,MAIL,user.nour.e,EMAIL_DELETION,Consultation d’un email avec pièce jointe malveillante: Sujet 'Notification de changement de politique IT'
2025-05-26 10:57:12,MAIL,user.ilyas,MULTIPLE_LOGIN_LOCATIONS,Multiples connexions simultanées détectées
2025-05-26 10:29:08,MAIL,user.hanae,ACCOUNT_LOCK,Signalement d’une tentative de fraude bancaire: Compte user.hanae
2025-05-26 10:55:42,MAIL,user.soufiane.b,EMAIL_ENCRYPTED,Transfert d’un email à un client externe
2025-05-26 10:49:32,MAIL,user.farah,SECURITY_ALERT_ACKNOWLEDGED,Demande d’accès temporaire pour collaborateur externe
2025-05-26 11:11:59,MAIL,user.zakaria,SECURITY_QUESTION_CHANGED,Lecture d’un email urgent sur le budget IT
2025-05-26 11:15:55,MAIL,user.younes,RULE_TRIGGERED,Accès à la boîte mail bloqué par l’administrateur
2025-05-26 11:32:06,MAIL,user.hind,PASSWORD_ATTEMPT_BLOCKED,Lecture d’un email important concernant la réunion UM6P
2025-05-26 10:24:41,MAIL,user.rachid.k,ACCOUNT_REACTIVATED,Téléchargement d’une archive mail pour archivage
2025-05-26 10:35:58,MAIL,user.nour.e,DELETE_EMAIL,Recherche d’emails contenant des mots-clés sensibles
2025-05-26 11:20:24,MAIL,user.ahmed,SUSPICIOUS_ACTIVITY_DETECTED,Téléchargement d’une pièce jointe confidentielle
2025-05-26 10:58:31,MAIL,user.ayman,FORWARD_EMAIL,"Lecture d’un email interne confidentiel: Destinataire 'rana.azzam@um6p.ma', Sujet 'Rapport d’incident: tentative d’intrusion'"
2025-05-26 10:34:49,MAIL,user.taha,CLICKED_LINK,Signalement d’un phishing à l’équipe sécurité: Lien 'http://um6p-vpn-auth.com/update'
2025-05-26 11:40:59,MAIL,user.sara,SECURITY_QUESTION_SET,Multiples connexions simultanées détectées
2025-05-26 11:20:02,MAIL,user.nourredine,RULE_TRIGGERED,Signalement d’un email spam suspect
2025-05-26 10:42:01,MAIL,user.malek.r,EMAIL_RULE_TRIGGERED,Demande d’accès temporaire pour collaborateur externe
2025-05-26 11:48:09,MAIL,user.adil,REPORTED_PHISHING,Tentative d’accès à un email protégé par MFA: Sujet 'Invitation à la réunion stratégique'
2025-05-26 11:40:51,MAIL,user.younes,EMAIL_RULE_DELETED,Signalement d’un email spam suspect
2025-05-26 11:30:45,MAIL,user.aya,EMAIL_RULE_DELETED,Alerte déclenchée pour activités suspectes sur compte
2025-05-26 10:31:37,MAIL,user.abdel,SECURITY_ALERT_ACKNOWLEDGED,Réception d’un email contenant des instructions critiques
2025-05-26 11:50:15,MAIL,user.adil,EMAIL_DELETION,Partage sécurisé d’un fichier via mail interne: Sujet 'Rappel: Changement de mot de passe imminent'
2025-05-26 10:59:52,MAIL,user.yassine,EMAIL_RULE_DELETED,Signalement d’email frauduleux via le portail
2025-05-26 11:51:33,MAIL,user.najat,SECURITY_POLICY_UPDATED,Récupération d’emails archivés pour audit
2025-05-26 11:04:03,MAIL,user.aya,PASSWORD_CHANGE,Envoi d’un email au support informatique
2025-05-26 10:50:44,MAIL,user.ilyas,UNMARK_SPAM,Nouvelle connexion détectée depuis un appareil inconnu
2025-05-26 10:56:13,MAIL,user.majda,API_ACCESS_REVOKED,Téléchargement d’un rapport de vulnérabilité réseau
2025-05-26 11:49:24,MAIL,user.nourredine,SECURITY_QUESTION_CHANGED,Partage d’un rapport financier avec l’équipe
2025-05-26 11:19:03,MAIL,user.karim,EMAIL_MARKED_UNREAD,Réinitialisation du mot de passe par l’utilisateur
2025-05-26 11:54:33,MAIL,user.hind,SECURITY_QUESTION_SET,Réception d’un email contenant des instructions critiques
2025-05-26 10:51:31,MAIL,user.fatima,LOGIN_SUCCESS,Signalement d’une tentative de fraude bancaire: IP 10.10.12.10
2025-05-26 10:47:01,MAIL,user.souad,EMAIL_QUARANTINED,Suppression d’un email suite à demande de sécurité
2025-05-26 10:47:19,MAIL,user.imane,LOGIN_SUCCESS,"Clic sur un lien suspect détecté, possible phishing: IP 10.10.12.81"
2025-05-26 11:36:51,MAIL,user.malek.b,EMAIL_QUARANTINED,Consultation d’un email de support technique
2025-05-26 12:04:22,MAIL,user.zineb,EMAIL_QUARANTINED,Blocage d’un lien malveillant intégré dans un email
2025-05-26 11:23:30,MAIL,user.rania,EMAIL_FORWARDED_EXTERNAL,Signalement d’une tentative de fraude bancaire
2025-05-26 11:44:41,MAIL,user.ahmed,EMAIL_RECEIVED_EXTERNAL,Envoi d’un email de confirmation d’action IT
2025-05-26 11:52:18,MAIL,user.zineb.k,EMAIL_UNTAGGED,Envoi d’un email de validation pour action urgente
2025-05-26 10:36:54,MAIL,user.amal,ACCOUNT_UNLOCK,Connexion au webmail via IP validée par AD
2025-05-26 12:01:00,MAIL,user.ilyas,SPAM_FILTER_UPDATED,Envoi d’email de rappel pour réunion
2025-05-26 11:42:11,MAIL,user.adil,EMAIL_AUTO_DELETED,Multiples connexions simultanées détectées
2025-05-26 11:49:25,MAIL,user.amal,SEND_EMAIL,"Partage d’un document critique via lien sécurisé: Destinataire 'marwan.alhaj@um6p.ma', Sujet 'Modification des règles d’accès réseau'"
2025-05-26 11:16:36,MAIL,user.zineb,FORWARD_EMAIL,"Recherche d’emails contenant des mots-clés sensibles: Destinataire 'noor.jalal@um6p.ma', Sujet 'Avis de maintenance réseau'"
2025-05-26 11:22:55,MAIL,user.adil,EMAIL_MARKED_UNREAD,Connexion à la messagerie via un appareil mobile
2025-05-26 11:59:01,MAIL,user.rania.m,AUTO_REPLY_SET,Transfert d’un email à un client externe
2025-05-26 11:05:18,MAIL,user.saad,ATTACHMENT_SENT,Accès à la boîte mail bloqué par l’administrateur: Fichier 'rapport_veille_juridique.pdf' envoyé à 'hala.karim@um6p.ma'
2025-05-26 11:59:50,MAIL,user.amine,EMAIL_DELETION,Lecture d’un email urgent sur le budget IT: Sujet 'Nouvelle procédure d’authentification'
2025-05-26 10:43:17,MAIL,user.ikbel,EMAIL_RULE_DELETED,Échec d’authentification via un nouvel appareil
2025-05-26 10:56:23,MAIL,user.ikram,EMAIL_RULE_TRIGGERED,Blocage automatique du compte suite à alertes AD
2025-05-26 11:41:01,MAIL,user.meriem.k,EMAIL_ENCRYPTION_DISABLED,Signalement d’une tentative de fraude bancaire
2025-05-26 10:51:19,MAIL,user.hamza,API_ACCESS_GRANTED,Réinitialisation du mot de passe par l’utilisateur
2025-05-26 11:57:18,MAIL,user.aminata,EMAIL_RELEASED_FROM_QUARANTINE,Blocage automatique du compte suite à alertes AD
2025-05-26 10:54:07,MAIL,user.riad,AUTO_REPLY_SET,Lecture d’un email d’alerte sécurité
2025-05-26 10:48:44,MAIL,user.nawal,EMAIL_RULE_CREATED,Blocage d’un lien malveillant intégré dans un email
2025-05-26 10:57:23,MAIL,user.ahlam.b,ALERT_TRIGGERED,Tentative d’accès à un email protégé par MFA
2025-05-26 12:09:11,MAIL,user.malek,EMAIL_RULE_DELETED,Téléchargement d’une pièce jointe confidentielle
2025-05-26 11:03:00,MAIL,user.hicham,EMAIL_ENCRYPTION_DISABLED,"Clic sur un lien suspect détecté, possible phishing"
2025-05-26 11:01:35,MAIL,user.rachid.k,EMAIL_MOVED_FOLDER,Consultation d’un email de support technique
2025-05-26 11:31:59,MAIL,user.hanae,ATTACHMENT_DOWNLOAD,Échec d’authentification via un nouvel appareil: Fichier 'presentation_conformite_RGPD.pptx'
2025-05-26 11:30:40,MAIL,user.yassine,SECURITY_ALERT_ACKNOWLEDGED,Blocage automatique du compte suite à alertes AD
2025-05-26 12:13:53,MAIL,user.abdellah,SECURITY_POLICY_UPDATED,Envoi d’un email avec des informations financières
2025-05-26 12:03:11,MAIL,user.karim,EMAIL_DELETION,Téléchargement d’une liste de contacts sécurisée: Sujet 'Demande d’accès temporaire au système'
2025-05-26 12:17:14,MAIL,user.malek.r,PASSWORD_ATTEMPT_BLOCKED,Modification des droits d’accès à un dossier partagé
2025-05-26 11:56:45,MAIL,user.rania.m,EMAIL_UNFLAGGED,Suppression d’un email suite à demande de sécurité
2025-05-26 12:26:21,MAIL,user.lina,ACCOUNT_SUSPENDED,Partage sécurisé d’un fichier via mail interne
