timestamp,type,user,method,url,ip,description
2025-05-26 09:35:36,PROXY,user.mohamed,POST,http://exfiltration.tor/data.zip,IP:10.10.12.15,Exfiltration de données possible
2025-05-26 09:36:51,PROXY,user.abdelhak,POST,http://malware-download.com/file.exe,IP:10.10.12.86,Connexion vers URL inconnue
2025-05-26 09:37:53,PROXY,user.rania.m,POST,http://social-engineering.org/um6p_login,IP:10.10.12.68,Connexion autorisée par règle spéciale FW
2025-05-26 09:38:45,PROXY,user.soumaya,GET,http://external-storage.com/download/manual.pdf,IP:10.10.12.82,Réplication d’attaque précédemment identifiée
2025-05-26 09:39:51,PROXY,user.rachid,POST,https://webmail.um6p.ma/login,IP:10.10.12.20,Requête HTTP avec header modifié
2025-05-26 09:40:51,PROXY,user.ismail,POST,http://temp-mail.org/inbox,IP:10.10.12.56,Changement d'adresse IP détecté
2025-05-26 09:41:57,PROXY,user.mounir,GET,https://secure.um6p.ma/bank/payroll,IP:10.10.12.80,Tentative d'accès externe non autorisé
2025-05-26 09:42:06,PROXY,user.samir.b,POST,http://ext-malicious.net/redir,IP:10.10.12.77,Connexion via VPN interne
2025-05-26 09:43:38,PROXY,user.farid,GET,http://gitlab.um6p.ma/projectX/commit,IP:10.10.12.43,Connexion vers URL inconnue
2025-05-26 09:44:49,PROXY,user.ismail,GET,http://updates.um6p.ma/windows/patch1,IP:10.10.12.56,Contenu malveillant détecté par antivirus
2025-05-26 09:45:58,PROXY,user.malek.t,POST,https://api-gateway.um6p.ma/v2/access,IP:10.10.12.91,Protocole non sécurisé utilisé
2025-05-26 09:46:45,PROXY,user.khalid,POST,http://um6p.edu.ma/docs/rules,IP:10.10.12.26,Page classée comme site de crypto-mining
2025-05-26 09:47:04,PROXY,user.ayman.e,GET,http://malicious-domain.ru/steal.php,IP:10.10.12.62,Tentative de contournement du proxy
2025-05-26 09:48:13,PROXY,user.malek.r,GET,https://cloud.um6p.ma/storage/folder1,IP:10.10.12.100,Authentification échouée\, mot de passe invalide
2025-05-26 09:49:06,PROXY,user.rania,GET,http://iot.um6p.ma/devices/status,IP:10.10.12.2,Succès authentification AD
2025-05-26 09:50:07,PROXY,user.soufiane.b,GET,http://auth.um6p.ma/2fa,IP:10.10.12.88,Connexion validée via double authentification
2025-05-26 09:51:44,PROXY,user.salma,GET,https://secure.um6p.ma/bank/payroll,IP:10.10.12.7,Réplication d’attaque précédemment identifiée
2025-05-26 09:52:00,PROXY,user.abdelmajid,POST,http://ext-malicious.net/redir,IP:10.10.12.93,Connexion vers URL inconnue
2025-05-26 09:53:55,PROXY,user.imane,GET,https://um6p.ma/resources/css/style.css,IP:10.10.12.81,Téléchargement de script bloqué
2025-05-26 09:54:19,PROXY,user.sara,GET,http://wiki.um6p.ma/howto/firewall,IP:10.10.12.18,Tentative d'accès au panneau d'administration
2025-05-26 09:55:38,PROXY,user.ghita,POST,http://data-internal.um6p.ma/secure/,IP:10.10.12.52,Tentative d'accès au panneau d'administration
2025-05-26 09:56:12,PROXY,user.lamia,POST,http://external-storage.com/download/manual.pdf,IP:10.10.12.31,URL contenant chaîne suspecte
2025-05-26 09:57:35,PROXY,user.amal,POST,http://dl.um6p.ma/iso/latest,IP:10.10.12.12,Fichier téléchargé analysé\, pas de menace
2025-05-26 09:58:18,PROXY,user.ayman.e,POST,http://admanager.um6p.ma/permissions,IP:10.10.12.62,Connexion réseau interrompue
2025-05-26 09:59:24,PROXY,user.mohamed,POST,http://malware-download.com/file.exe,IP:10.10.12.15,Téléchargement de script bloqué
2025-05-26 10:00:34,PROXY,user.rachid,GET,http://10.10.12.45/login.html,IP:10.10.12.20,URL contenue dans courriel suspect
2025-05-26 10:01:40,PROXY,user.brahim,GET,http://10.10.12.45/login.html,IP:10.10.12.84,Navigateur en mode incognito détecté
2025-05-26 10:02:23,PROXY,user.bilal,GET,http://cdn.um6p.ma/js/app.js,IP:10.10.12.74,Connexion autorisée par règle spéciale FW
2025-05-26 10:03:55,PROXY,user.najlae,POST,https://redirect.um6p.ma/page,IP:10.10.12.59,Tentative de spoofing réseau
2025-05-26 10:04:14,PROXY,user.jawad,POST,http://external-storage.com/download/manual.pdf,IP:10.10.12.28,Requête POST vers site non autorisé
2025-05-26 10:05:25,PROXY,user.ghita,GET,https://api-gateway.um6p.ma/v2/access,IP:10.10.12.52,Téléversement interdit détecté
2025-05-26 10:06:19,PROXY,user.houda.k,POST,https://student.um6p.ma/submit,IP:10.10.12.94,Navigateur en mode incognito détecté
2025-05-26 10:07:16,PROXY,user.ayman.e,POST,https://cloud.um6p.ma/storage/folder1,IP:10.10.12.62,Réplication d’attaque précédemment identifiée
2025-05-26 10:08:42,PROXY,user.riad,GET,http://unknown-site.com,IP:10.10.12.97,Session suspecte identifiée
2025-05-26 10:09:34,PROXY,user.soufiane.b,GET,http://dropbox.fake-um6p.com/share,IP:10.10.12.88,Bloqué par firewall
2025-05-26 10:10:51,PROXY,user.ibtissam,POST,http://malicious-scripts.net/mal.js,IP:10.10.12.54,Accès légitime
2025-05-26 10:11:52,PROXY,user.malek,GET,https://profile.um6p.ma/edit,IP:10.10.12.17,URL encode suspect détecté
2025-05-26 10:12:49,PROXY,user.zineb,GET,http://dl.um6p.ma/iso/latest,IP:10.10.12.41,Authentification échouée\, mot de passe invalide
2025-05-26 10:13:38,PROXY,user.lamia,GET,http://10.10.12.45/login.html,IP:10.10.12.31,Tentative de contournement du proxy
2025-05-26 10:14:02,PROXY,user.aya,GET,http://fake-um6p-login.org/confirm,IP:10.10.12.27,Authentification échouée\, mot de passe invalide
2025-05-26 10:15:54,PROXY,user.malek.b,GET,http://192.168.100.5/api/v1/token,IP:10.10.12.44,Analyse antivirus déclenchée
2025-05-26 10:16:43,PROXY,user.aya,POST,http://ad.um6p.ma/sync,IP:10.10.12.27,Téléchargement de fichier malveillant bloqué
2025-05-26 10:17:59,PROXY,user.aziz,GET,http://gitlab.um6p.ma/projectX/commit,IP:10.10.12.53,Requête redondante sur même endpoint
2025-05-26 10:18:00,PROXY,user.aya,GET,http://git.um6p.ma/commit/hash,IP:10.10.12.27,Requête HTTP avec header modifié
2025-05-26 10:19:06,PROXY,user.abdellah,GET,https://meeting.um6p.ma/conference?id=9321,IP:10.10.12.69,Tentative de spoofing réseau
2025-05-26 10:20:27,PROXY,user.samir,GET,https://student.um6p.ma/courses,IP:10.10.12.61,Connexion manuelle confirmée
2025-05-26 10:21:33,PROXY,user.riad,GET,http://ceo-fake.company.org,IP:10.10.12.97,Scan de port détecté
2025-05-26 10:22:41,PROXY,user.meriem,GET,http://admanager.um6p.ma/permissions,IP:10.10.12.5,Requête vers domaine anonyme
2025-05-26 10:23:32,PROXY,user.karim,GET,http://ceo-fake.company.org,IP:10.10.12.6,Tentative de bypass sécurité AD
2025-05-26 10:24:34,PROXY,user.samir,GET,http://um6p.backup.local/restore,IP:10.10.12.61,Requête vers domaine anonyme
2025-05-26 10:25:20,PROXY,user.zahra,POST,https://downloadcenter.um6p.ma/tools,IP:10.10.12.75,Exfiltration de données possible
2025-05-26 10:26:10,PROXY,user.ayman,POST,http://drive.um6p.ma/private/,IP:10.10.12.37,Connexion vers URL inconnue
2025-05-26 10:27:50,PROXY,user.hamza,POST,http://phishing-expert.net/verify,IP:10.10.12.30,Protocole non sécurisé utilisé
2025-05-26 10:28:23,PROXY,user.meryem,POST,http://smtp.um6p.ma/outbound,IP:10.10.12.89,Scan de port détecté
2025-05-26 10:29:36,PROXY,user.nabil,POST,https://webmail.um6p.ma/login,IP:10.10.12.45,Requête HTTP bloquée
2025-05-26 10:30:03,PROXY,user.ayman,GET,http://ext-malicious.net/redir,IP:10.10.12.37,Contenu malveillant détecté par antivirus
2025-05-26 10:31:46,PROXY,user.ayman.e,GET,http://ceo-fake.company.org,IP:10.10.12.62,Connexion autorisée par règle spéciale FW
2025-05-26 10:32:47,PROXY,user.hajar,GET,http://helpdesk.um6p.ma/reset-password,IP:10.10.12.40,Échec accès\, utilisateur inconnu
2025-05-26 10:33:56,PROXY,user.nassim,POST,http://user.um6p.ma/settings,IP:10.10.12.4,Utilisateur bloqué par politique réseau
2025-05-26 10:34:55,PROXY,user.imane,POST,http://10.10.10.10:9000/devops,IP:10.10.12.81,Accès légitime
2025-05-26 10:35:33,PROXY,user.hanae,POST,http://test.internal.lan/dashboard,IP:10.10.12.87,Utilisateur bloqué par politique réseau
2025-05-26 10:36:02,PROXY,user.hind,GET,https://api.um6p.ma/data/submit,IP:10.10.12.67,Requête vers domaine anonyme
2025-05-26 10:37:26,PROXY,user.hind,GET,http://10.10.14.22:8081/admin/config,IP:10.10.12.67,Scan de port détecté
2025-05-26 10:38:20,PROXY,user.ayman,POST,http://dropbox.fake-um6p.com/share,IP:10.10.12.37,Réplication d’attaque précédemment identifiée
2025-05-26 10:39:57,PROXY,user.soufiane.b,POST,http://finance.um6p.ma/reports/q2,IP:10.10.12.88,Connexion suspecte détectée
2025-05-26 10:40:14,PROXY,user.lina,POST,http://intranet.um6p.ma/home,IP:10.10.12.48,Connexion depuis IP Tor
2025-05-26 10:41:34,PROXY,user.hanae,GET,http://um6p.ma/it/helpdesk,IP:10.10.12.87,Requête HTTP avec header modifié
2025-05-26 10:42:18,PROXY,user.karima,GET,http://portal.um6p.ma/grades,IP:10.10.12.73,Téléchargement de script bloqué
2025-05-26 10:43:17,PROXY,user.nour.e,POST,http://10.10.0.22/printers/config,IP:10.10.12.96,Tentative de connexion brute force
2025-05-26 10:44:16,PROXY,user.malek,GET,http://um6p.edu.ma/docs/rules,IP:10.10.12.17,Authentification échouée\, mot de passe invalide
2025-05-26 10:45:42,PROXY,user.hamza,GET,http://10.10.0.22/printers/config,IP:10.10.12.30,Connexion à un serveur inconnu
2025-05-26 10:46:29,PROXY,user.adil,GET,http://internal-api.um6p.ma/v1,IP:10.10.12.32,Protocole anormal utilisé pour POST
2025-05-26 10:47:50,PROXY,user.ismail,GET,http://10.10.12.45/login.html,IP:10.10.12.56,Lien suspect partagé via messagerie interne
2025-05-26 10:48:02,PROXY,user.adil,GET,https://vpn-access.um6p.ma/token,IP:10.10.12.32,Tentative de contournement du proxy
2025-05-26 10:49:27,PROXY,user.yassine,POST,http://social-engineering.org/um6p_login,IP:10.10.12.8,Réponse 403 reçue
2025-05-26 10:50:39,PROXY,user.hind,GET,http://dl.um6p.ma/iso/latest,IP:10.10.12.67,Téléchargement de script bloqué
2025-05-26 10:51:28,PROXY,user.farid,POST,http://phishing-site.com/login,IP:10.10.12.43,Nom de domaine reconnu comme malveillant
2025-05-26 10:52:42,PROXY,user.zineb.k,POST,http://10.10.12.99/cgi-bin/test.cgi,IP:10.10.12.79,Upload de données détecté
2025-05-26 10:53:14,PROXY,user.oumnia,POST,http://10.0.1.45/api/info,IP:10.10.12.63,Lien contenu dans email suspect
2025-05-26 10:54:26,PROXY,user.souad,POST,http://cdn.um6p.ma/js/app.js,IP:10.10.12.14,Succès authentification AD
2025-05-26 10:55:59,PROXY,user.nassim,GET,http://um6p-docs-support.com/login,IP:10.10.12.4,Signaux de compromission détectés
2025-05-26 10:56:46,PROXY,user.rachid.k,GET,http://compromised-site.ru,IP:10.10.12.92,Lien suspect partagé via messagerie interne
2025-05-26 10:57:03,PROXY,user.amine,GET,http://malicious-domain.ru/steal.php,IP:10.10.12.13,Accès légitime
2025-05-26 10:58:08,PROXY,user.amine,GET,http://phishing-site.com/login,IP:10.10.12.13,Utilisation de proxy public détectée
2025-05-26 10:59:38,PROXY,user.soufiane,GET,http://um6p.lan/security/patch,IP:10.10.12.58,Trafic redirigé vers honeypot
2025-05-26 11:00:24,PROXY,user.rachid.k,GET,http://data-internal.um6p.ma/secure/,IP:10.10.12.92,Connexion simultanée depuis plusieurs pays
2025-05-26 11:01:13,PROXY,user.farid,GET,https://vpn-access.um6p.ma/token,IP:10.10.12.43,Connexion réseau interrompue
2025-05-26 11:02:48,PROXY,user.najlae,GET,http://hackerbox.tor,IP:10.10.12.59,Accès détecté en dehors des heures ouvrables
2025-05-26 11:03:49,PROXY,user.zineb.k,POST,http://10.10.0.22/printers/config,IP:10.10.12.79,Requête sortante bloquée
2025-05-26 11:04:03,PROXY,user.abdel,GET,http://social-engineering.org/um6p_login,IP:10.10.12.34,Connexion depuis IP Tor
2025-05-26 11:05:42,PROXY,user.khalil,POST,http://temp-mail.org/inbox,IP:10.10.12.95,Exfiltration de données possible
2025-05-26 11:06:35,PROXY,user.ayoub,GET,http://fw-log.um6p.ma/download,IP:10.10.12.1,Tentative de bypass sécurité AD
2025-05-26 11:07:15,PROXY,user.chaimae,GET,http://192.168.100.5/api/v1/token,IP:10.10.12.57,Domaine non blacklisté - accès autorisé
2025-05-26 11:08:48,PROXY,user.ahmed,GET,http://ad.um6p.ma/sync,IP:10.10.12.76,Connexion depuis IP Tor
2025-05-26 11:09:18,PROXY,user.ikram,GET,http://dl.um6p.ma/iso/latest,IP:10.10.12.3,Bloqué\, domaine inconnu
2025-05-26 11:10:20,PROXY,user.zineb.k,GET,http://exfiltration.tor/data.zip,IP:10.10.12.79,Contenu malveillant détecté par antivirus
2025-05-26 11:11:31,PROXY,user.malek.b,GET,http://git.um6p.ma/commit/hash,IP:10.10.12.44,Connexion réseau interrompue
2025-05-26 11:12:21,PROXY,user.nourredine,GET,http://wiki.um6p.ma/howto/firewall,IP:10.10.12.36,Session suspecte identifiée
2025-05-26 11:13:46,PROXY,user.yassine,GET,http://malicious-domain.ru/steal.php,IP:10.10.12.8,URL encode suspect détecté
2025-05-26 11:14:54,PROXY,user.saad,GET,http://phishing-expert.net/verify,IP:10.10.12.11,Changement d'adresse IP détecté
2025-05-26 11:15:55,PROXY,user.nassim,GET,https://assets.um6p.ma/js/core.min.js,IP:10.10.12.4,Connexion validée via double authentification
2025-05-26 11:16:26,PROXY,user.bilal,POST,http://vpn.um6p.ma/logout,IP:10.10.12.74,Requête GET excessive
2025-05-26 11:17:41,PROXY,user.soufiane.b,POST,https://student.um6p.ma/submit,IP:10.10.12.88,Demande de ressource interne depuis IP externe
2025-05-26 11:18:39,PROXY,user.mounir,GET,http://ransomserver.tor/payload,IP:10.10.12.80,Trafic redirigé vers honeypot
2025-05-26 11:19:46,PROXY,user.abdelmajid,GET,http://um6p.ma/it/helpdesk,IP:10.10.12.93,Requête redondante sur même endpoint
2025-05-26 11:20:34,PROXY,user.khadija,POST,http://um6p-docs-support.com/login,IP:10.10.12.33,Page classée comme site de crypto-mining
2025-05-26 11:21:02,PROXY,user.amal,GET,http://malware-download.com/file.exe,IP:10.10.12.12,Échec authentification AD
2025-05-26 11:22:30,PROXY,user.nawal,POST,http://fake-ad-login.com/portal,IP:10.10.12.22,Upload de données détecté
2025-05-26 11:23:45,PROXY,user.karima,POST,http://unknown-site.com,IP:10.10.12.73,Accès refusé - domaine blacklisté
2025-05-26 11:24:11,PROXY,user.jawad,POST,https://vpn.um6p.ma/portal,IP:10.10.12.28,Requête HTTP avec header modifié
2025-05-26 11:25:40,PROXY,user.riad,GET,http://finance.um6p.ma/reports/q2,IP:10.10.12.97,Changement d'adresse IP détecté
2025-05-26 11:26:15,PROXY,user.hicham,GET,http://10.0.0.1:8080/admin,IP:10.10.12.9,Accès refusé - domaine blacklisté
2025-05-26 11:27:47,PROXY,user.soumaya,POST,http://um6p-docs-support.com/login,IP:10.10.12.82,Page classée comme site de crypto-mining
2025-05-26 11:28:41,PROXY,user.abdel,GET,https://cloud.um6p.ma/storage/folder1,IP:10.10.12.34,Connexion réseau interrompue
2025-05-26 11:29:26,PROXY,user.ahmed,GET,http://db-admin.um6p.ma/phpmyadmin,IP:10.10.12.76,Navigateur non reconnu
2025-05-26 11:30:09,PROXY,user.chaimae,POST,http://192.168.100.5/api/v1/token,IP:10.10.12.57,Accès refusé - domaine blacklisté
2025-05-26 11:31:44,PROXY,user.latifa,GET,https://github.com/um6p/internship2025,IP:10.10.12.85,Bloqué par firewall
2025-05-26 11:32:09,PROXY,user.fatima,POST,http://server01.um6p.ma:443/dashboard,IP:10.10.12.10,Signature de malware détectée
2025-05-26 11:33:09,PROXY,user.oumaima,GET,https://webmail.um6p.ma/login,IP:10.10.12.19,Lien contenu dans email suspect
2025-05-26 11:34:21,PROXY,user.malek.t,POST,http://fw-log.um6p.ma/download,IP:10.10.12.91,Navigation anormale détectée
2025-05-26 11:35:38,PROXY,user.ahlam.b,POST,https://api-gateway.um6p.ma/v2/access,IP:10.10.12.90,Tentative d'accès au panneau d'administration
2025-05-26 11:36:06,PROXY,user.majda,POST,https://profile.um6p.ma/edit,IP:10.10.12.78,Navigation anormale détectée
2025-05-26 11:37:51,PROXY,user.ahlam,GET,http://portal.um6p.ma/grades,IP:10.10.12.39,Demande de ressource interne depuis IP externe
2025-05-26 11:38:06,PROXY,user.ayman,GET,https://monitoring.um6p.ma/grafana,IP:10.10.12.37,Bloqué\, domaine inconnu
2025-05-26 11:39:02,PROXY,user.rachida,GET,http://smtp.um6p.ma/outbound,IP:10.10.12.55,Réponse 403 reçue
2025-05-26 11:40:52,PROXY,user.aya,POST,https://api-gateway.um6p.ma/v2/access,IP:10.10.12.27,Page classée comme site de crypto-mining
2025-05-26 11:41:55,PROXY,user.hicham,POST,https://vpn.um6p.ma/portal,IP:10.10.12.9,URL classée dans catégorie interdite
2025-05-26 11:42:56,PROXY,user.aminata,GET,http://10.0.1.45/api/info,IP:10.10.12.71,Navigateur en mode incognito détecté
2025-05-26 11:43:08,PROXY,user.rachid,POST,http://login.um6p.ma/login.php,IP:10.10.12.20,Connexion à un serveur inconnu
2025-05-26 11:44:16,PROXY,user.farid,GET,http://spoofed-mail.com/open,IP:10.10.12.43,Connexion autorisée par règle spéciale FW
2025-05-26 11:45:22,PROXY,user.soufiane.b,GET,http://user.um6p.ma/settings,IP:10.10.12.88,Nom de domaine reconnu comme malveillant
2025-05-26 11:46:34,PROXY,user.khalil,GET,http://10.10.12.45/update,IP:10.10.12.95,Tentative d'accès externe non autorisé
2025-05-26 11:47:57,PROXY,user.malek,GET,http://data.leak.org/um6p.db,IP:10.10.12.17,Exécution de script JS inconnu
2025-05-26 11:48:03,PROXY,user.zakaria,GET,http://helpdesk.um6p.ma/reset-password,IP:10.10.12.23,Connexion rapide et répétée au même endpoint
2025-05-26 11:49:20,PROXY,user.ghita,POST,http://backdoor.um6p.fake/path,IP:10.10.12.52,Connexion réseau interrompue
2025-05-26 11:50:17,PROXY,user.samir,GET,http://phish-links.net/credentials,IP:10.10.12.61,Lien accédé plusieurs fois en quelques secondes
2025-05-26 11:51:31,PROXY,user.amal,POST,https://webex.um6p.ma/room123,IP:10.10.12.12,Trafic normal
2025-05-26 11:52:41,PROXY,user.oumaima,POST,https://secure.um6p.ma/bank/payroll,IP:10.10.12.19,Tentative de transfert de données sensibles
2025-05-26 11:53:07,PROXY,user.ahlam.b,GET,http://intranet.um6p.ma/home,IP:10.10.12.90,Tentative de transfert de données sensibles
2025-05-26 11:54:22,PROXY,user.zineb.k,POST,http://backdoor.um6p.fake/path,IP:10.10.12.79,Utilisation de port non standard détectée
2025-05-26 11:55:42,PROXY,user.nassim,GET,http://smtp.um6p.ma/outbound,IP:10.10.12.4,Trafic de type bot détecté
2025-05-26 11:56:25,PROXY,user.aya,POST,http://fw-log.um6p.ma/download,IP:10.10.12.27,Téléchargement de script bloqué
2025-05-26 11:57:07,PROXY,user.soumaya,GET,http://um6p.lan/security/patch,IP:10.10.12.82,Téléchargement de script bloqué
2025-05-26 11:58:16,PROXY,user.lina,GET,http://updates.um6p.ma/windows/patch1,IP:10.10.12.48,Connexion vers API externe non reconnue
2025-05-26 11:59:19,PROXY,user.khalid,GET,http://proxy.um6p.ma/logs,IP:10.10.12.26,URL contenue dans courriel suspect
2025-05-26 12:00:23,PROXY,user.najat,POST,http://notepad.download.com/plugin.exe,IP:10.10.12.83,Exfiltration de données possible
2025-05-26 12:01:33,PROXY,user.rania.m,POST,http://intranet.um6p.ma/home,IP:10.10.12.68,Accès détecté en dehors des heures ouvrables
2025-05-26 12:02:23,PROXY,user.rachid.k,GET,http://phishing-expert.net/verify,IP:10.10.12.92,Tentative de spoofing réseau
2025-05-26 12:03:04,PROXY,user.ikram.n,POST,http://data.leak.org/um6p.db,IP:10.10.12.98,Trafic inhabituel détecté
2025-05-26 12:04:03,PROXY,user.aminata,POST,http://updates.um6p.ma/windows/patch1,IP:10.10.12.71,Téléchargement autorisé depuis dépôt officiel
2025-05-26 12:05:53,PROXY,user.ayman.e,GET,http://server01.um6p.ma:443/dashboard,IP:10.10.12.62,Tentative de bypass sécurité AD
2025-05-26 12:06:06,PROXY,user.najlae,POST,https://docs.um6p.ma/security/guide.pdf,IP:10.10.12.59,Lien contenu dans email suspect
2025-05-26 12:07:45,PROXY,user.salma,POST,http://um6p.lan/security/patch,IP:10.10.12.7,Signature de phishing connue détectée
2025-05-26 12:08:33,PROXY,user.amal,GET,http://dl.um6p.ma/iso/latest,IP:10.10.12.12,Tentative d'accès externe non autorisé
2025-05-26 12:09:20,PROXY,user.yasmine,GET,http://10.10.14.22:8081/admin/config,IP:10.10.12.64,Proxy chain détecté
2025-05-26 12:10:50,PROXY,user.houda.k,POST,https://redirect.um6p.ma/page,IP:10.10.12.94,Requête HTTP avec header modifié
2025-05-26 12:11:04,PROXY,user.mounir,GET,http://vpn-service.um6p.ma/login,IP:10.10.12.80,Connexion sans User-Agent détectée
2025-05-26 12:12:14,PROXY,user.ikram.n,GET,http://gitlab.um6p.ma/projectX/commit,IP:10.10.12.98,Nom de domaine reconnu comme malveillant
2025-05-26 12:13:34,PROXY,user.khadija,POST,http://phish-zone.com/intranet,IP:10.10.12.33,Lien accédé plusieurs fois en quelques secondes
2025-05-26 12:14:24,PROXY,user.abir,GET,https://docs.um6p.ma/security/guide.pdf,IP:10.10.12.49,Connexion vers API externe non reconnue
2025-05-26 12:15:11,PROXY,user.latifa,POST,http://phishing-expert.net/verify,IP:10.10.12.85,Connexion bloquée - comportement anormal
2025-05-26 12:16:29,PROXY,user.jawad,POST,https://downloadcenter.um6p.ma/tools,IP:10.10.12.28,Utilisateur désactivé a tenté de se connecter
2025-05-26 12:17:17,PROXY,user.rachid.k,GET,http://data-internal.um6p.ma/secure/,IP:10.10.12.92,Navigateur en mode incognito détecté
2025-05-26 12:18:55,PROXY,user.rachida,POST,http://um6p.edu.ma/docs/rules,IP:10.10.12.55,Connexion bloquée - comportement anormal
2025-05-26 12:19:01,PROXY,user.najat,POST,https://webmail.um6p.ma/login,IP:10.10.12.83,Tentative de spoofing réseau
2025-05-26 12:20:07,PROXY,user.jawad,GET,http://fw-log.um6p.ma/download,IP:10.10.12.28,Requête redondante sur même endpoint
2025-05-26 12:21:02,PROXY,user.fouad,GET,http://lab.um6p.ma/experiments,IP:10.10.12.65,Utilisation de port non standard détectée
2025-05-26 12:22:38,PROXY,user.malek,GET,http://10.10.12.45/login.html,IP:10.10.12.17,Connexion autorisée par règle spéciale FW
2025-05-26 12:23:26,PROXY,user.aminata,POST,http://internal.dev.um6p.ma/debug,IP:10.10.12.71,Tentative de contournement du proxy
2025-05-26 12:24:50,PROXY,user.mounir,POST,http://fake-ad-login.com/portal,IP:10.10.12.80,Connexion à un serveur inconnu
2025-05-26 12:25:10,PROXY,user.rania,POST,http://finance.um6p.ma/reports/q2,IP:10.10.12.2,Accès détecté en dehors des heures ouvrables
